ID,Field,Old Value,New Value
378,matrix_languauge_retest,,9
378,reading_test_score2,,71
378,matrix_reading_restest,,16
378,math_test_scores2,,22
378,matrix_math_retest,,1
379,total_points_retest,,48
379,language_test_scores2,,59
379,matrix_languauge_retest,,10
379,reading_test_score2,,80
379,matrix_reading_restest,,21
379,math_test_scores2,,72
379,matrix_math_retest,,17
381,total_points_retest,,57
381,language_test_scores2,,60
381,matrix_languauge_retest,,11
381,reading_test_score2,,73
381,matrix_reading_restest,,17
381,math_test_scores2,,96
381,matrix_math_retest,,29
382,total_points_retest,,117
382,language_test_scores2,,92
382,matrix_languauge_retest,,27
382,reading_test_score2,,99
382,matrix_reading_restest,,30
382,math_test_scores2,,99
382,matrix_math_retest,,30
384,total_points_retest,,113
384,language_test_scores2,,84
384,matrix_languauge_retest,,23
384,reading_test_score2,,99
384,matrix_reading_restest,,30
384,math_test_scores2,,99
384,matrix_math_retest,,30
385,total_points_retest,,97
385,language_test_scores2,,87
385,matrix_languauge_retest,,24
385,reading_test_score2,,95
385,matrix_reading_restest,,28
385,math_test_scores2,,85
385,matrix_math_retest,,23
386,total_points_retest,,3
386,language_test_scores2,,40
386,matrix_languauge_retest,,1
386,reading_test_score2,,24
386,matrix_reading_restest,,1
386,math_test_scores2,,16
386,matrix_math_retest,,1
392,total_points_retest,,115
392,language_test_scores2,,92
392,matrix_languauge_retest,,27
392,reading_test_score2,,95
392,matrix_reading_restest,,28
392,math_test_scores2,,99
392,matrix_math_retest,,30
393,total_points_retest,,111
393,language_test_scores2,,80
393,matrix_languauge_retest,,21
393,reading_test_score2,,99
393,matrix_reading_restest,,30
393,math_test_scores2,,99
393,matrix_math_retest,,30
394,total_points_retest,,12
394,language_test_scores2,,58
394,matrix_languauge_retest,,10
394,reading_test_score2,,41
394,matrix_reading_restest,,1
394,math_test_scores2,,16
394,matrix_math_retest,,1
395,total_points_retest,,37
395,language_test_scores2,,42
395,matrix_languauge_retest,,2
395,reading_test_score2,,84
395,matrix_reading_restest,,23
395,math_test_scores2,,62
395,matrix_math_retest,,12
396,total_points_retest,,3
396,language_test_scores2,,28
396,matrix_languauge_retest,,1
396,reading_test_score2,,39
396,matrix_reading_restest,,1
396,math_test_scores2,,20
396,matrix_math_retest,,1
397,total_points_retest,,47
397,language_test_scores2,,57
397,matrix_languauge_retest,,9
397,reading_test_score2,,63
397,matrix_reading_restest,,12
397,math_test_scores2,,91
397,matrix_math_retest,,26
398,total_points_retest,,38
398,language_test_scores2,,52
398,matrix_languauge_retest,,7
398,reading_test_score2,,50
398,matrix_reading_restest,,6
398,math_test_scores2,,88
398,matrix_math_retest,,25
399,total_points_retest,,49
399,language_test_scores2,,54
399,matrix_languauge_retest,,8
399,reading_test_score2,,99
399,matrix_reading_restest,,30
399,math_test_scores2,,60
399,matrix_math_retest,,11
400,total_points_retest,,119
400,language_test_scores2,,97
400,matrix_languauge_retest,,29
400,reading_test_score2,,99
400,matrix_reading_restest,,30
400,math_test_scores2,,99
400,matrix_math_retest,,30
401,total_points_retest,,114
401,language_test_scores2,,96
401,matrix_languauge_retest,,29
401,reading_test_score2,,97
401,matrix_reading_restest,,29
401,math_test_scores2,,96
401,matrix_math_retest,,29
402,total_points_retest,,114
402,language_test_scores2,,96
402,matrix_languauge_retest,,29
402,reading_test_score2,,97
402,matrix_reading_restest,,29
402,math_test_scores2,,96
402,matrix_math_retest,,29
403,total_points_retest,,114
403,language_test_scores2,,96
403,matrix_languauge_retest,,29
403,reading_test_score2,,97
403,matrix_reading_restest,,29
403,math_test_scores2,,96
403,matrix_math_retest,,29
404,total_points_retest,,44
404,language_test_scores2,,64
404,matrix_languauge_retest,,13
404,reading_test_score2,,89
404,matrix_reading_restest,,25
404,math_test_scores2,,50
404,matrix_math_retest,,6
405,total_points_retest,,107
405,language_test_scores2,,99
405,matrix_languauge_retest,,30
405,reading_test_score2,,99
405,matrix_reading_restest,,30
405,math_test_scores2,,73
405,matrix_math_retest,,17
407,total_points_retest,,42
407,language_test_scores2,,78
407,matrix_languauge_retest,,20
407,reading_test_score2,,80
407,matrix_reading_restest,,21
407,math_test_scores2,,41
407,matrix_math_retest,,1
409,total_points_retest,,7
409,language_test_scores2,,13
409,matrix_languauge_retest,,1
409,reading_test_score2,,48
409,matrix_reading_restest,,5
409,math_test_scores2,,41
409,matrix_math_retest,,1
410,total_points_retest,,120
410,language_test_scores2,,99
410,matrix_languauge_retest,,30
410,reading_test_score2,,99
410,matrix_reading_restest,,30
410,math_test_scores2,,99
410,matrix_math_retest,,30
411,total_points_retest,,3
411,language_test_scores2,,16
411,matrix_languauge_retest,,1
411,reading_test_score2,,22
411,matrix_reading_restest,,1
411,math_test_scores2,,37
411,matrix_math_retest,,1
413,total_points,,0
414,total_points,,0
415,total_points_retest,,108
415,language_test_scores2,,91
415,matrix_languauge_retest,,26
415,reading_test_score2,,82
415,matrix_reading_restest,,22
415,math_test_scores2,,99
415,matrix_math_retest,,30
418,total_points_retest,,103
418,language_test_scores2,,72
418,matrix_languauge_retest,,17
418,reading_test_score2,,98
418,matrix_reading_restest,,30
418,math_test_scores2,,91
418,matrix_math_retest,,26
419,total_points_retest,,114
419,language_test_scores2,,97
419,matrix_languauge_retest,,29
419,reading_test_score2,,99
419,matrix_reading_restest,,30
419,math_test_scores2,,88
419,matrix_math_retest,,25
420,total_points_retest,,21
420,language_test_scores2,,24
420,matrix_languauge_retest,,1
420,reading_test_score2,,67
420,matrix_reading_restest,,14
420,math_test_scores2,,51
420,matrix_math_retest,,6
421,total_points_retest,,21
421,language_test_scores2,,24
421,matrix_languauge_retest,,1
421,reading_test_score2,,67
421,matrix_reading_restest,,14
421,math_test_scores2,,51
421,matrix_math_retest,,6
422,total_points_retest,,37
422,language_test_scores2,,84
422,matrix_languauge_retest,,23
422,reading_test_score2,,55
422,matrix_reading_restest,,8
422,math_test_scores2,,50
422,matrix_math_retest,,6
423,total_points_retest,,50
423,language_test_scores2,,72
423,matrix_languauge_retest,,17
423,reading_test_score2,,67
423,matrix_reading_restest,,14
423,math_test_scores2,,76
423,matrix_math_retest,,19
425,total_points_retest,,104
425,language_test_scores2,,75
425,matrix_languauge_retest,,18
425,reading_test_score2,,99
425,matrix_reading_restest,,30
425,math_test_scores2,,91
425,matrix_math_retest,,26
427,total_points_retest,,33
427,language_test_scores2,,57
427,matrix_languauge_retest,,9
427,reading_test_score2,,84
427,matrix_reading_restest,,23
427,math_test_scores2,,37
427,matrix_math_retest,,1
428,total_points_retest,,89
428,language_test_scores2,,64
428,matrix_languauge_retest,,13
428,reading_test_score2,,89
428,matrix_reading_restest,,25
428,math_test_scores2,,96
428,matrix_math_retest,,29
429,total_points_retest,,90
429,language_test_scores2,,55
429,matrix_languauge_retest,,8
429,reading_test_score2,,99
429,matrix_reading_restest,,30
429,math_test_scores2,,82
429,matrix_math_retest,,22
431,total_points_retest,,100
431,language_test_scores2,,76
431,matrix_languauge_retest,,19
431,reading_test_score2,,93
431,matrix_reading_restest,,27
431,math_test_scores2,,87
431,matrix_math_retest,,24
432,total_points_retest,,53
432,language_test_scores2,,87
432,matrix_languauge_retest,,24
432,reading_test_score2,,79
432,matrix_reading_restest,,20
432,math_test_scores2,,57
432,matrix_math_retest,,9
433,total_points_retest,,104
433,language_test_scores2,,72
433,matrix_languauge_retest,,17
433,reading_test_score2,,99
433,matrix_reading_restest,,30
433,math_test_scores2,,96
433,matrix_math_retest,,29
434,total_points_retest,,46
434,language_test_scores2,,39
434,matrix_languauge_retest,,1
434,reading_test_score2,,82
434,matrix_reading_restest,,22
434,math_test_scores2,,85
434,matrix_math_retest,,23
436,total_points_retest,,118
436,language_test_scores2,,99
436,matrix_languauge_retest,,30
436,reading_test_score2,,99
436,matrix_reading_restest,,30
436,math_test_scores2,,99
436,matrix_math_retest,,30
437,total_points_retest,,81
437,language_test_scores2,,92
437,matrix_languauge_retest,,27
437,reading_test_score2,,96
437,matrix_reading_restest,,29
437,math_test_scores2,,88
437,matrix_math_retest,,25
438,total_points_retest,,96
438,language_test_scores2,,60
438,matrix_languauge_retest,,11
438,reading_test_score2,,97
438,matrix_reading_restest,,29
438,math_test_scores2,,91
438,matrix_math_retest,,26
439,total_points_retest,,52
439,language_test_scores2,,59
439,matrix_languauge_retest,,10
439,reading_test_score2,,94
439,matrix_reading_restest,,28
439,math_test_scores2,,66
439,matrix_math_retest,,14
440,total_points_retest,,15
440,language_test_scores2,,54
440,matrix_languauge_retest,,8
440,reading_test_score2,,39
440,matrix_reading_restest,,1
440,math_test_scores2,,51
440,matrix_math_retest,,6
441,total_points,,0
442,total_points_retest,,119
442,language_test_scores2,,99
442,matrix_languauge_retest,,30
442,reading_test_score2,,98
442,matrix_reading_restest,,30
442,math_test_scores2,,97
442,matrix_math_retest,,29
443,total_points_retest,,94
443,language_test_scores2,,74
443,matrix_languauge_retest,,18
443,reading_test_score2,,97
443,matrix_reading_restest,,29
443,math_test_scores2,,72
443,matrix_math_retest,,17
445,total_points_retest,,3
445,language_test_scores2,,37
445,matrix_languauge_retest,,1
445,reading_test_score2,,36
445,matrix_reading_restest,,1
445,math_test_scores2,,28
445,matrix_math_retest,,1
446,total_points_retest,,79
446,language_test_scores2,,85
446,matrix_languauge_retest,,23
446,reading_test_score2,,90
446,matrix_reading_restest,,26
446,math_test_scores2,,98
446,matrix_math_retest,,30
447,total_points_retest,,70
447,language_test_scores2,,96
447,matrix_languauge_retest,,29
447,reading_test_score2,,88
447,matrix_reading_restest,,25
447,math_test_scores2,,70
447,matrix_math_retest,,16
448,total_points,,0
449,total_points_retest,,41
449,language_test_scores2,,68
449,matrix_languauge_retest,,15
449,reading_test_score2,,81
449,matrix_reading_restest,,21
449,math_test_scores2,,48
449,matrix_math_retest,,5
450,total_points_retest,,15
450,language_test_scores2,,58
450,matrix_languauge_retest,,10
450,reading_test_score2,,46
450,matrix_reading_restest,,4
450,math_test_scores2,,31
450,matrix_math_retest,,1
451,total_points_retest,,116
451,language_test_scores2,,97
451,matrix_languauge_retest,,29
451,reading_test_score2,,99
451,matrix_reading_restest,,30
451,math_test_scores2,,99
451,matrix_math_retest,,30
452,total_points_retest,,40
452,language_test_scores2,,48
452,matrix_languauge_retest,,5
452,reading_test_score2,,66
452,matrix_reading_restest,,14
452,math_test_scores2,,80
452,matrix_math_retest,,21
453,total_points_retest,,103
453,language_test_scores2,,65
453,matrix_languauge_retest,,13
453,reading_test_score2,,99
453,matrix_reading_restest,,30
453,math_test_scores2,,99
453,matrix_math_retest,,30
454,total_points_retest,,84
454,language_test_scores2,,84
454,matrix_languauge_retest,,23
454,reading_test_score2,,97
454,matrix_reading_restest,,29
454,math_test_scores2,,51
454,matrix_math_retest,,6
455,total_points,,0
461,total_points,,0
462,total_points_retest,,21
462,language_test_scores2,,64
462,matrix_languauge_retest,,13
462,reading_test_score2,,53
462,matrix_reading_restest,,7
462,math_test_scores2,,38
462,matrix_math_retest,,1
464,total_points_retest,,115
464,language_test_scores2,,94
464,matrix_languauge_retest,,28
464,reading_test_score2,,92
464,matrix_reading_restest,,27
464,math_test_scores2,,98
464,matrix_math_retest,,30
466,total_points_retest,,118
466,language_test_scores2,,95
466,matrix_languauge_retest,,28
466,reading_test_score2,,99
466,matrix_reading_restest,,30
466,math_test_scores2,,99
466,matrix_math_retest,,30
467,total_points_retest,,54
467,language_test_scores2,,63
467,matrix_languauge_retest,,12
467,reading_test_score2,,75
467,matrix_reading_restest,,18
467,math_test_scores2,,87
467,matrix_math_retest,,24
468,total_points_retest,,38
468,language_test_scores2,,66
468,matrix_languauge_retest,,14
468,reading_test_score2,,77
468,matrix_reading_restest,,19
468,math_test_scores2,,48
468,matrix_math_retest,,5
469,total_points_retest,,9
469,language_test_scores2,,25
469,matrix_languauge_retest,,1
469,reading_test_score2,,53
469,matrix_reading_restest,,7
469,math_test_scores2,,3
469,matrix_math_retest,,1
470,total_points_retest,,3
470,language_test_scores2,,31
470,matrix_languauge_retest,,1
470,reading_test_score2,,39
470,matrix_reading_restest,,1
470,math_test_scores2,,31
470,matrix_math_retest,,1
471,total_points_retest,,98
471,language_test_scores2,,69
471,matrix_languauge_retest,,15
471,reading_test_score2,,85
471,matrix_reading_restest,,23
471,math_test_scores2,,99
471,matrix_math_retest,,30
472,total_points,,0
473,total_points,,0
475,total_points_retest,,109
475,language_test_scores2,,89
475,matrix_languauge_retest,,25
475,reading_test_score2,,97
475,matrix_reading_restest,,29
475,math_test_scores2,,99
475,matrix_math_retest,,30
476,total_points_retest,,106
476,language_test_scores2,,90
476,matrix_languauge_retest,,26
476,reading_test_score2,,89
476,matrix_reading_restest,,25
476,math_test_scores2,,88
476,matrix_math_retest,,25
478,total_points_retest,,41
478,language_test_scores2,,72
478,matrix_languauge_retest,,17
478,reading_test_score2,,85
478,matrix_reading_restest,,23
478,math_test_scores2,,38
478,matrix_math_retest,,1
480,total_points_retest,,30
480,language_test_scores2,,37
480,matrix_languauge_retest,,1
480,reading_test_score2,,95
480,matrix_reading_restest,,28
480,math_test_scores2,,35
480,matrix_math_retest,,1
481,total_points_retest,,120
481,language_test_scores2,,99
481,matrix_languauge_retest,,30
481,reading_test_score2,,99
481,matrix_reading_restest,,30
481,math_test_scores2,,99
481,matrix_math_retest,,30
482,total_points_retest,,87
482,language_test_scores2,,82
482,matrix_languauge_retest,,22
482,reading_test_score2,,97
482,matrix_reading_restest,,29
482,math_test_scores2,,57
482,matrix_math_retest,,9
483,total_points_retest,,10
483,language_test_scores2,,27
483,matrix_languauge_retest,,1
483,reading_test_score2,,54
483,matrix_reading_restest,,8
483,math_test_scores2,,33
483,matrix_math_retest,,1
484,total_points_retest,,111
484,language_test_scores2,,82
484,matrix_languauge_retest,,22
484,reading_test_score2,,97
484,matrix_reading_restest,,29
484,math_test_scores2,,99
484,matrix_math_retest,,30
486,total_points_retest,,3
486,language_test_scores2,,39
486,matrix_languauge_retest,,1
486,reading_test_score2,,39
486,matrix_reading_restest,,1
486,math_test_scores2,,33
486,matrix_math_retest,,1
488,total_points,,0
489,total_points_retest,,37
489,language_test_scores2,,40
489,matrix_languauge_retest,,1
489,reading_test_score2,,83
489,matrix_reading_restest,,22
489,math_test_scores2,,66
489,matrix_math_retest,,14
490,total_points_retest,,80
490,language_test_scores2,,92
490,matrix_languauge_retest,,27
490,reading_test_score2,,98
490,matrix_reading_restest,,30
490,math_test_scores2,,85
490,matrix_math_retest,,23
491,total_points,,0
492,total_points,,0
494,total_points_retest,,29
494,language_test_scores2,,65
494,matrix_languauge_retest,,13
494,reading_test_score2,,69
494,matrix_reading_restest,,15
494,math_test_scores2,,41
494,matrix_math_retest,,1
496,total_points,,0
497,total_points_retest,,48
497,language_test_scores2,,75
497,matrix_languauge_retest,,18
497,reading_test_score2,,87
497,matrix_reading_restest,,24
497,math_test_scores2,,51
497,matrix_math_retest,,6
498,total_points,,0
499,total_points_retest,,9
499,language_test_scores2,,28
499,matrix_languauge_retest,,1
499,reading_test_score2,,53
499,matrix_reading_restest,,7
499,math_test_scores2,,29
499,matrix_math_retest,,1
502,total_points,,0
503,total_points_retest,,17
503,language_test_scores2,,44
503,matrix_languauge_retest,,3
503,reading_test_score2,,65
503,matrix_reading_restest,,13
503,math_test_scores2,,41
503,matrix_math_retest,,1
504,total_points_retest,,19
504,language_test_scores2,,27
504,matrix_languauge_retest,,1
504,reading_test_score2,,46
504,matrix_reading_restest,,4
504,math_test_scores2,,66
504,matrix_math_retest,,14
505,total_points_retest,,16
505,language_test_scores2,,37
505,matrix_languauge_retest,,1
505,reading_test_score2,,66
505,matrix_reading_restest,,14
505,math_test_scores2,,38
505,matrix_math_retest,,1
506,total_points_retest,,3
506,language_test_scores2,,39
506,matrix_languauge_retest,,1
506,reading_test_score2,,39
506,matrix_reading_restest,,1
506,math_test_scores2,,37
506,matrix_math_retest,,1
507,total_points_retest,,3
507,language_test_scores2,,39
507,matrix_languauge_retest,,1
507,reading_test_score2,,37
507,matrix_reading_restest,,1
507,math_test_scores2,,9
507,matrix_math_retest,,1
509,total_points_retest,,107
509,language_test_scores2,,82
509,matrix_languauge_retest,,22
509,reading_test_score2,,95
509,matrix_reading_restest,,28
509,math_test_scores2,,93
509,matrix_math_retest,,27
510,total_points,,0
511,total_points_retest,,59
511,language_test_scores2,,71
511,matrix_languauge_retest,,16
511,reading_test_score2,,83
511,matrix_reading_restest,,22
511,math_test_scores2,,80
511,matrix_math_retest,,21
512,total_points_retest,,15
512,language_test_scores2,,36
512,matrix_languauge_retest,,1
512,reading_test_score2,,55
512,matrix_reading_restest,,8
512,math_test_scores2,,51
512,matrix_math_retest,,6
513,total_points_retest,,11
513,language_test_scores2,,56
513,matrix_languauge_retest,,9
513,reading_test_score2,,33
513,matrix_reading_restest,,1
513,math_test_scores2,,24
513,matrix_math_retest,,1
514,total_points_retest,,18
514,language_test_scores2,,36
514,matrix_languauge_retest,,1
514,reading_test_score2,,34
514,matrix_reading_restest,,1
514,math_test_scores2,,70
514,matrix_math_retest,,16
515,total_points,,0
516,total_points_retest,,106
516,language_test_scores2,,86
516,matrix_languauge_retest,,24
516,reading_test_score2,,90
516,matrix_reading_restest,,26
516,math_test_scores2,,91
516,matrix_math_retest,,26
517,total_points_retest,,106
517,language_test_scores2,,92
517,matrix_languauge_retest,,27
517,reading_test_score2,,88
517,matrix_reading_restest,,25
517,math_test_scores2,,96
517,matrix_math_retest,,29
518,total_points_retest,,3
518,language_test_scores2,,19
518,matrix_languauge_retest,,1
518,reading_test_score2,,37
518,matrix_reading_restest,,1
518,math_test_scores2,,16
518,matrix_math_retest,,1
519,total_points_retest,,12
519,language_test_scores2,,58
519,matrix_languauge_retest,,10
519,reading_test_score2,,36
519,matrix_reading_restest,,1
519,math_test_scores2,,23
519,matrix_math_retest,,1
520,total_points_retest,,118
520,language_test_scores2,,97
520,matrix_languauge_retest,,29
520,reading_test_score2,,97
520,matrix_reading_restest,,29
520,math_test_scores2,,99
520,matrix_math_retest,,30
521,total_points,,0
523,total_points_retest,,114
523,language_test_scores2,,96
523,matrix_languauge_retest,,29
523,reading_test_score2,,97
523,matrix_reading_restest,,29
523,math_test_scores2,,90
523,matrix_math_retest,,26
524,total_points_retest,,26
524,language_test_scores2,,38
524,matrix_languauge_retest,,1
524,reading_test_score2,,35
524,matrix_reading_restest,,1
524,math_test_scores2,,86
524,matrix_math_retest,,24
525,total_points_retest,,3
525,language_test_scores2,,6
525,matrix_languauge_retest,,1
525,reading_test_score2,,33
525,matrix_reading_restest,,1
525,math_test_scores2,,1
525,matrix_math_retest,,1
527,total_points_retest,,42
527,language_test_scores2,,74
527,matrix_languauge_retest,,18
527,reading_test_score2,,70
527,matrix_reading_restest,,16
527,math_test_scores2,,54
527,matrix_math_retest,,8
529,total_points_retest,,18
529,language_test_scores2,,46
529,matrix_languauge_retest,,4
529,reading_test_score2,,54
529,matrix_reading_restest,,8
529,math_test_scores2,,51
529,matrix_math_retest,,6
530,total_points_retest,,120
530,language_test_scores2,,98
530,matrix_languauge_retest,,30
530,reading_test_score2,,98
530,matrix_reading_restest,,30
530,math_test_scores2,,99
530,matrix_math_retest,,30
534,total_points_retest,,96
534,language_test_scores2,,90
534,matrix_languauge_retest,,26
534,reading_test_score2,,87
534,matrix_reading_restest,,24
534,math_test_scores2,,76
534,matrix_math_retest,,19
535,total_points_retest,,54
535,language_test_scores2,,74
535,matrix_languauge_retest,,18
535,reading_test_score2,,84
535,matrix_reading_restest,,23
535,math_test_scores2,,64
535,matrix_math_retest,,13
536,total_points_retest,,52
536,language_test_scores2,,79
536,matrix_languauge_retest,,20
536,reading_test_score2,,66
536,matrix_reading_restest,,14
536,math_test_scores2,,74
536,matrix_math_retest,,18
537,total_points_retest,,117
537,language_test_scores2,,94
537,matrix_languauge_retest,,28
537,reading_test_score2,,97
537,matrix_reading_restest,,29
537,math_test_scores2,,99
537,matrix_math_retest,,30
539,total_points_retest,,11
539,language_test_scores2,,25
539,matrix_languauge_retest,,1
539,reading_test_score2,,57
539,matrix_reading_restest,,9
539,math_test_scores2,,16
539,matrix_math_retest,,1
541,total_points_retest,,36
541,language_test_scores2,,40
541,matrix_languauge_retest,,1
541,reading_test_score2,,63
541,matrix_reading_restest,,12
541,math_test_scores2,,85
541,matrix_math_retest,,23
542,total_points_retest,,93
542,language_test_scores2,,84
542,matrix_languauge_retest,,23
542,reading_test_score2,,97
542,matrix_reading_restest,,29
542,math_test_scores2,,66
542,matrix_math_retest,,14
543,total_points_retest,,57
543,language_test_scores2,,66
543,matrix_languauge_retest,,14
543,reading_test_score2,,88
543,matrix_reading_restest,,25
543,math_test_scores2,,74
543,matrix_math_retest,,18
544,total_points_retest,,50
544,language_test_scores2,,77
544,matrix_languauge_retest,,19
544,reading_test_score2,,85
544,matrix_reading_restest,,23
544,math_test_scores2,,54
544,matrix_math_retest,,8
545,total_points_retest,,111
545,language_test_scores2,,87
545,matrix_languauge_retest,,24
545,reading_test_score2,,96
545,matrix_reading_restest,,29
545,math_test_scores2,,94
545,matrix_math_retest,,28
546,total_points_retest,,37
546,language_test_scores2,,46
546,matrix_languauge_retest,,4
546,reading_test_score2,,63
546,matrix_reading_restest,,12
546,math_test_scores2,,80
546,matrix_math_retest,,21
547,total_points_retest,,71
547,language_test_scores2,,81
547,matrix_languauge_retest,,21
547,reading_test_score2,,82
547,matrix_reading_restest,,22
547,math_test_scores2,,95
547,matrix_math_retest,,28
548,total_points,,0
549,total_points_retest,,48
549,language_test_scores2,,79
549,matrix_languauge_retest,,20
549,reading_test_score2,,46
549,matrix_reading_restest,,4
549,math_test_scores2,,87
549,matrix_math_retest,,24
550,total_points_retest,,16
550,language_test_scores2,,36
550,matrix_languauge_retest,,1
550,reading_test_score2,,57
550,matrix_reading_restest,,9
550,math_test_scores2,,51
550,matrix_math_retest,,6
551,total_points,,0
552,total_points_retest,,3
552,language_test_scores2,,22
552,matrix_languauge_retest,,1
552,reading_test_score2,,28
552,matrix_reading_restest,,1
552,math_test_scores2,,12
552,matrix_math_retest,,1
554,total_points_retest,,49
554,language_test_scores2,,61
554,matrix_languauge_retest,,11
554,reading_test_score2,,80
554,matrix_reading_restest,,21
554,math_test_scores2,,72
554,matrix_math_retest,,17
555,total_points_retest,,40
555,language_test_scores2,,52
555,matrix_languauge_retest,,7
555,reading_test_score2,,81
555,matrix_reading_restest,,21
555,math_test_scores2,,62
555,matrix_math_retest,,12
556,total_points_retest,,53
556,language_test_scores2,,68
556,matrix_languauge_retest,,15
556,reading_test_score2,,76
556,matrix_reading_restest,,19
556,math_test_scores2,,77
556,matrix_math_retest,,19
557,total_points,,0
558,total_points_retest,,112
558,language_test_scores2,,84
558,matrix_languauge_retest,,23
558,reading_test_score2,,96
558,matrix_reading_restest,,29
558,math_test_scores2,,99
558,matrix_math_retest,,30
559,total_points_retest,,22
559,language_test_scores2,,57
559,matrix_languauge_retest,,9
559,reading_test_score2,,55
559,matrix_reading_restest,,8
559,math_test_scores2,,48
559,matrix_math_retest,,5
560,total_points_retest,,20
560,language_test_scores2,,42
560,matrix_languauge_retest,,2
560,reading_test_score2,,65
560,matrix_reading_restest,,13
560,math_test_scores2,,48
560,matrix_math_retest,,5
561,total_points_retest,,50
561,language_test_scores2,,81
561,matrix_languauge_retest,,21
561,reading_test_score2,,74
561,matrix_reading_restest,,18
561,math_test_scores2,,61
561,matrix_math_retest,,11
562,total_points,,0
564,total_points_retest,,7
564,language_test_scores2,,18
564,matrix_languauge_retest,,1
564,reading_test_score2,,49
564,matrix_reading_restest,,5
564,math_test_scores2,,29
564,matrix_math_retest,,1
568,total_points_retest,,89
568,language_test_scores2,,94
568,matrix_languauge_retest,,28
568,reading_test_score2,,99
568,matrix_reading_restest,,30
568,math_test_scores2,,41
568,matrix_math_retest,,1
569,total_points_retest,,101
569,language_test_scores2,,72
569,matrix_languauge_retest,,17
569,reading_test_score2,,95
569,matrix_reading_restest,,28
569,math_test_scores2,,90
569,matrix_math_retest,,26
570,total_points_retest,,30
570,language_test_scores2,,50
570,matrix_languauge_retest,,6
570,reading_test_score2,,69
570,matrix_reading_restest,,15
570,math_test_scores2,,57
570,matrix_math_retest,,9
571,total_points,,0
572,total_points_retest,,16
572,language_test_scores2,,40
572,matrix_languauge_retest,,1
572,reading_test_score2,,59
572,matrix_reading_restest,,10
572,math_test_scores2,,48
572,matrix_math_retest,,5
573,total_points_retest,,33
573,language_test_scores2,,60
573,matrix_languauge_retest,,11
573,reading_test_score2,,61
573,matrix_reading_restest,,11
573,math_test_scores2,,60
573,matrix_math_retest,,11
574,total_points_retest,,30
574,language_test_scores2,,50
574,matrix_languauge_retest,,6
574,reading_test_score2,,85
574,matrix_reading_restest,,23
574,math_test_scores2,,41
574,matrix_math_retest,,1
576,total_points,,0
578,total_points_retest,,113
578,language_test_scores2,,85
578,matrix_languauge_retest,,23
578,reading_test_score2,,99
578,matrix_reading_restest,,30
578,math_test_scores2,,98
578,matrix_math_retest,,30
580,total_points,,0
581,total_points_retest,,36
581,language_test_scores2,,44
581,matrix_languauge_retest,,3
581,reading_test_score2,,70
581,matrix_reading_restest,,16
581,math_test_scores2,,72
581,matrix_math_retest,,17
582,total_points_retest,,12
582,language_test_scores2,,40
582,matrix_languauge_retest,,1
582,reading_test_score2,,43
582,matrix_reading_restest,,2
582,math_test_scores2,,57
582,matrix_math_retest,,9
583,total_points_retest,,57
583,language_test_scores2,,69
583,matrix_languauge_retest,,15
583,reading_test_score2,,88
583,matrix_reading_restest,,25
583,math_test_scores2,,72
583,matrix_math_retest,,17
585,total_points_retest,,58
585,language_test_scores2,,58
585,matrix_languauge_retest,,10
585,reading_test_score2,,95
585,matrix_reading_restest,,28
585,math_test_scores2,,78
585,matrix_math_retest,,20
586,total_points_retest,,114
586,language_test_scores2,,87
586,matrix_languauge_retest,,24
586,reading_test_score2,,99
586,matrix_reading_restest,,30
586,math_test_scores2,,99
586,matrix_math_retest,,30
587,total_points,,0
588,total_points_retest,,107
588,language_test_scores2,,81
588,matrix_languauge_retest,,21
588,reading_test_score2,,96
588,matrix_reading_restest,,29
588,math_test_scores2,,93
588,matrix_math_retest,,27
589,total_points,,0
590,total_points_retest,,45
590,language_test_scores2,,80
590,matrix_languauge_retest,,21
590,reading_test_score2,,85
590,matrix_reading_restest,,23
590,math_test_scores2,,10
590,matrix_math_retest,,1
592,total_points_retest,,93
592,language_test_scores2,,58
592,matrix_languauge_retest,,10
592,reading_test_score2,,96
592,matrix_reading_restest,,29
592,math_test_scores2,,96
592,matrix_math_retest,,29
593,total_points_retest,,104
593,language_test_scores2,,80
593,matrix_languauge_retest,,21
593,reading_test_score2,,99
593,matrix_reading_restest,,30
593,math_test_scores2,,85
593,matrix_math_retest,,23
595,total_points_retest,,3
595,language_test_scores2,,28
595,matrix_languauge_retest,,1
595,reading_test_score2,,33
595,matrix_reading_restest,,1
595,math_test_scores2,,14
595,matrix_math_retest,,1
596,total_points_retest,,32
596,language_test_scores2,,30
596,matrix_languauge_retest,,1
596,reading_test_score2,,69
596,matrix_reading_restest,,15
596,math_test_scores2,,70
596,matrix_math_retest,,16
597,total_points_retest,,32
597,language_test_scores2,,30
597,matrix_languauge_retest,,1
597,reading_test_score2,,69
597,matrix_reading_restest,,15
597,math_test_scores2,,70
597,matrix_math_retest,,16
598,total_points_retest,,32
598,language_test_scores2,,30
598,matrix_languauge_retest,,1
598,reading_test_score2,,69
598,matrix_reading_restest,,15
598,math_test_scores2,,70
598,matrix_math_retest,,16
599,total_points_retest,,30
599,language_test_scores2,,55
599,matrix_languauge_retest,,8
599,reading_test_score2,,65
599,matrix_reading_restest,,13
599,math_test_scores2,,57
599,matrix_math_retest,,9
600,total_points_retest,,120
600,language_test_scores2,,98
600,matrix_languauge_retest,,30
