id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
422,,,,,,,,,In Processing,,,,,2024-10-27 21:55:57,,,9,,December 14 2024,Lake Castle Private School,,,,
423,,,,,,,,,In Processing,,,,,2024-10-28 7:03:15,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
424,,,,,,,,,In Processing,,,,,2024-10-28 8:05:09,,,9,,March 22 2025 (No-rest option),Edward Hynes Parkview,,,,
425,30,,,,30,,,,Eligible,,,,30,2024-10-28 10:12:42,,,9,,December 14 2024,Lake Forest Elementary Charter School,4,,,
426,,,,,,,,,In Processing,,,,,2024-10-28 10:08:39,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,2.75,,,
427,,,,,,,,,In Processing,,,,,2024-10-28 10:35:20,,,9,,December 14 2024,Mary McLeod Bethune Elementary,,,,
428,22,,,,22,,,,Eligible,,,,22,2024-10-28 10:50:47,,,9,,December 14 2024,International School of Louisiana,2.75,,,
429,30,,,,30,,,,Eligible,,,,30,2024-10-28 11:20:45,,,9,,December 14 2024,Bricolage Academy,3.63,,,
430,,,,,,,,,In Processing,,,,,2024-10-28 12:02:47,,,10,,March 22 2025 (No-rest option),Other,,,,
431,30,,,,30,,,,Eligible,,,,30,2024-10-28 13:13:38,,,10,,December 14 2024,Other,3.8,,,
432,,,,,,,,,In Processing,,,,,2024-10-28 16:58:35,,,9,,December 14 2024,International School of Louisiana,,,,
433,28,,,,28,,,,Eligible,,,,28,2024-10-28 17:06:18,,,9,,December 14 2024,Belle Chasse Academy,3.37,,,
434,,,,,,,,,In Processing,,,,,2024-10-28 21:53:03,,,9,,April 26 2025 (No-rest option),Other,,,,
435,,,,,,,,,In Processing,,,,,2025-01-12 21:00:46,,,10,,February 15 2025 (No-rest option),Other,,,,
436,28,,,,28,,,,Eligible,,,,28,2025-03-18 21:14:13,,,9,,December 14 2024,St. Paul's Episcopal School,3.38,,,
437,,,,,,,,,In Processing,,,,,2024-11-05 9:25:15,,,11,,December 14 2024,Other,,,,
438,30,,,,30,,,,Eligible,,,,30,2024-10-29 12:34:03,,,9,,December 14 2024,The Willow School,3.75,,,
439,,,,,,,,,In Processing,,,,,2024-11-08 14:47:56,,,10,,January 18 2025,Other,,,,
440,,,,,,,,,In Processing,,,,,2024-10-29 15:40:38,,,9,,December 14 2024,Lake Castle Private School,,,,
441,,,,,,,,,In Processing,,,,,2024-10-29 19:04:38,,,10,,,Other,,,,
442,30,,,,30,,,,Eligible,,,,30,2024-10-29 19:05:49,,,9,,December 14 2024,Bricolage Academy,4,,,
443,30,,,,30,,,,Eligible,,,,30,2024-10-29 22:07:09,,,9,,December 14 2024,Lycee Francais de la Nouvelle Orleans,3.88,,,
444,,,,,,,,,In Processing,,,,,2024-10-29 22:32:14,,,10,,March 22 2025 (No-rest option),Other,,,,
445,,,,,,,,,In Processing,,,,,2024-10-30 9:04:22,,,9,,December 14 2024,Audubon Uptown Montessori and French,,,,
446,,,,,,,,,In Processing,,,,,2024-10-30 10:05:13,,,9,,January 18 2025,Other,,,,
447,,,,,,,,,In Processing,,,,,2024-11-08 12:44:44,,,10,,January 18 2025,Other,,,,
448,,,,,,,,,In Processing,,,,,2024-10-30 10:44:32,,,10,,,Other,,,,
449,,,,,,,,,In Processing,,,,,2024-10-30 11:26:10,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
450,,,,,,,,,In Processing,,,,,2024-10-30 20:36:48,,,9,,December 14 2024,Mary McLeod Bethune Elementary,,,,
451,27,,,,27,,,,Eligible,,,,27,2024-10-31 9:04:19,,,9,,January 18 2025,Isidore Newman,3.25,,,
452,,,,,,,,,In Processing,,,,,2024-10-31 12:15:28,,,9,,March 22 2025 (No-rest option),Arthur Ashe Charter School,,,,
453,30,,,,30,,,,Eligible,,,,30,2024-10-31 15:05:48,,,9,,January 18 2025,The Willow School,3.63,,,
454,26,,,,26,,,,In Processing,,,,26,2024-10-31 16:32:50,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,3.13,,,
455,,,,,,,,,In Processing,,,,,2024-10-31 19:13:09,,,9,,,Mary McLeod Bethune Elementary,,,,
456,,,,,,,,,In Processing,,,,,2025-03-22 12:42:42,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
457,,,,,,,,,In Processing,,,,,2025-03-22 12:42:42,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
458,,,,,,,,,In Processing,,,,,2025-03-22 12:42:42,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
459,,,,,,,,,In Processing,,,,,2025-03-22 12:42:42,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
460,,,,,,,,,In Processing,,,,,2025-03-22 12:42:42,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
461,,,,,,,,,In Processing,,,,,2024-10-31 19:55:56,,,9,,,Other,,,,
462,,,,,,,,,In Processing,,,,,2024-11-01 6:20:08,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
463,,,,,,,,,In Processing,,,,,2024-11-01 9:33:02,,,9,,January 18 2025,Other,,,,
464,30,,,,30,,,,Eligible,,,,30,2024-11-01 10:24:38,,,9,,January 18 2025,The Willow School,4,,,
465,,,,,,,,,In Processing,,,,,2024-11-01 12:19:44,,,9,,January 18 2025,Other,,,,
466,30,,,,30,,,,Eligible,,,,30,2024-11-01 14:41:32,,,9,,December 14 2024,Andrew H. Wilson Charter School,3.75,,,
467,,,,,,,,,In Processing,,,,,2024-11-01 17:47:29,,,10,,December 14 2024,Lycee Francais de la Nouvelle Orleans,,,,
468,,,,,,,,,In Processing,,,,,2024-11-02 8:23:22,,,9,,January 18 2025,Benjamin Franklin Elementary,,,,
469,,,,,,,,,In Processing,,,,,2024-11-02 14:20:58,,,9,,December 14 2024,Other,,,,
470,,,,,,,,,In Processing,,,,,2024-11-02 14:45:02,,,9,,December 14 2024,Other,,,,
471,30,,,,30,,,,Eligible,,,,30,2025-03-26 12:26:37,,,9,,,Lake Forest Elementary Charter School,3.75,,,
472,,,,,,,,,In Processing,,,,,2024-11-02 16:33:17,,,9,,,Langston Hughes Academy,,,,
473,,,,,,,,,In Processing,,,,,2024-11-02 20:17:14,,,9,,,Lake Castle Private School,,,,
474,,,,,,,,,In Processing,,,,,2024-11-03 6:05:47,,,9,,January 18 2025,YACS at Lawrence D. Crocker,,,,
475,25,,,,25,,,,Eligible,,,,25,2024-11-03 10:57:29,,,9,,December 14 2024,St. Paul's Episcopal School,3,,,
476,30,,,,30,,,,Eligible,,,,30,2024-11-03 15:04:57,,,9,,January 18 2025,The Willow School,3.75,,,
477,,,,,,,,,In Processing,,,,,2024-11-03 17:21:02,,,9,,January 18 2025,Phillis Wheatley Community School,,,,
478,,,,,,,,,In Processing,,,,,2024-11-03 18:30:32,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
479,,,,,,,,,In Processing,,,,,2024-11-03 18:37:02,,,9,,March 22 2025 (No-rest option),Andrew H. Wilson Charter School,,,,
480,,,,,,,,,In Processing,,,,,2025-01-08 16:05:08,,,9,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
481,30,,,,30,,,,Eligible,,,,30,2024-11-03 21:07:39,,,9,,December 14 2024,The Willow School,4,,,
482,27,,,,27,,,,In Processing,,,,27,2024-11-03 23:35:57,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,3.25,,,
483,,,,,,,,,In Processing,,,,,2024-11-04 6:59:43,,,9,,December 14 2024,Mary McLeod Bethune Elementary,,,,
484,30,,,,30,,,,Eligible,,,,30,2024-11-04 8:08:42,,,9,,December 14 2024,Lake Forest Elementary Charter School,3.62,,,
485,,,,,,,,,In Processing,,,,,2024-11-04 10:48:23,,,10,,March 22 2025 (No-rest option),Other,,,,
486,,,,,,,,,In Processing,,,,,2024-11-07 21:44:38,,,9,,December 14 2024,Dorothy Height Charter School,,,,
487,,,,,,,,,In Processing,,,,,2024-11-13 12:12:20,,,9,,January 18 2025,Bricolage Academy,,,,
488,,,,,,,,,In Processing,,,,,2024-11-04 12:41:19,,,9,,,Phillis Wheatley Community School,,,,
489,,,,,,,,,In Processing,,,,,2024-11-04 12:45:37,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
490,,,,,,,,,In Processing,,,,,2024-11-04 12:51:54,,,9,,December 14 2024,Homer Plessy Community School,,,,
491,,,,,,,,,In Processing,,,,,2024-11-04 13:04:26,,,9,,,Renew Robert Russa Moton: Lakefront:,,,,
492,,,,,,,,,In Processing,,,,,2024-11-04 13:28:24,,,9,,,International School of Louisiana,,,,
493,,,,,,,,,In Processing,,,,,2024-11-04 13:40:22,,,9,,January 18 2025,KIPP Leadership,,,,
494,,,,,,,,,In Processing,,,,,2024-11-04 14:08:19,,,9,,January 18 2025,Benjamin Franklin Elementary,,,,
495,,,,,,,,,In Processing,,,,,2024-11-04 14:13:21,,,10,,March 22 2025 (No-rest option),International School of Louisiana,,,,
496,,,,,,,,,In Processing,,,,,2024-11-04 14:29:47,,,11,,,Other,,,,
497,,,,,,,,,In Processing,,,,,2025-01-09 18:30:48,,,9,,January 18 2025,International School of Louisiana,,,,
498,,,,,,,,,In Processing,,,,,2024-11-04 15:16:42,,,9,,,Edward Hynes Lakeview,,,,
499,,,,,,,,,In Processing,,,,,2024-11-04 15:34:13,,,9,,December 14 2024,Success at Thurgood Marshall,,,,
500,,,,,,,,,In Processing,,,,,2024-11-04 15:36:28,,,9,,February 15 2025 (No-rest option),Phillis Wheatley Community School,,,,
501,,,,,,,,,In Processing,,,,,2024-11-04 15:54:09,,,10,,January 18 2025,Other,,,,
502,,,,,,,,,In Processing,,,,,2024-11-04 17:34:48,,,9,,,Edward Hynes Parkview,,,,
503,,,,,,,,,In Processing,,,,,2024-11-04 17:50:56,,,9,,December 14 2024,Audubon Gentilly,,,,
504,,,,,,,,,In Processing,,,,,2024-11-04 18:48:45,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
505,,,,,,,,,In Processing,,,,,2024-11-04 20:02:26,,,9,,December 14 2024,Audubon Gentilly,,,,
506,,,,,,,,,In Processing,,,,,2024-11-04 20:23:26,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
507,,,,,,,,,In Processing,,,,,2024-11-04 23:17:16,,,9,,January 18 2025,KIPP East,,,,
508,,,,,,,,,In Processing,,,,,2024-11-05 6:45:38,,,9,,March 22 2025 (No-rest option),Other,,,,
509,30,,,,30,,,,Eligible,,,,30,2024-11-05 12:51:47,,,9,,January 18 2025,Lake Forest Elementary Charter School,3.5,,,
510,,,,,,,,,In Processing,,,,,2024-11-05 14:00:53,,,9,,,Ecole Bilingue,,,,
511,,,,,,,,,In Processing,,,,,2024-11-05 14:22:17,,,11,,January 18 2025,International School of Louisiana,,,,
512,,,,,,,,,In Processing,,,,,2024-11-05 14:33:26,,,9,,December 14 2024,Dorothy Height Charter School,,,,
513,,,,,,,,,In Processing,,,,,2024-11-05 14:33:44,,,9,,December 14 2024,Dorothy Height Charter School,,,,
514,,,,,,,,,In Processing,,,,,2024-11-05 15:22:45,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
515,,,,,,,,,In Processing,,,,,2024-11-05 15:29:30,,,9,,,Benjamin Franklin Elementary,,,,
516,30,,,,30,,,,Eligible,,,,30,2024-11-05 19:24:13,,,9,,December 14 2024,Morris Jeff Community School,3.88,,,
517,25,,,,25,,,,Eligible,,,,25,2024-11-05 20:05:50,,,9,,January 18 2025,Isidore Newman,3,,,
518,,,,,,,,,In Processing,,,,,2024-11-05 20:40:52,,,9,,December 14 2024,Other,,,,
519,,,,,,,,,In Processing,,,,,2024-11-05 21:34:53,,,11,,March 22 2025 (No-rest option),International School of Louisiana,,,,
520,30,,,,30,,,,Eligible,,,,30,2024-11-06 8:40:58,,,9,,December 14 2024,The Willow School,4,,,
521,,,,,,,,,In Processing,,,,,2024-11-06 9:01:34,,,9,,,KIPP Morial,,,,
522,,,,,,,,,In Processing,,,,,2024-11-06 9:07:18,,,10,,April 26 2025 (No-rest option),Other,,,,
523,30,,,,30,,,,Eligible,,,,30,2024-11-06 9:58:40,,,9,,December 14 2024,Audubon Uptown Montessori and French,4,,,
524,,,,,,,,,In Processing,,,,,2024-11-14 13:29:44,,,9,,March 22 2025 (No-rest option),Morris Jeff Community School,,,,
525,,,,,,,,,In Processing,,,,,2024-11-06 11:20:42,,,9,,April 26 2025 (No-rest option),Elan Academy,,,,
526,,,,,,,,,In Processing,,,,,2024-11-06 11:41:19,,,9,,February 15 2025 (No-rest option),International School of Louisiana,,,,
527,,,,,,,,,In Processing,,,,,2024-11-06 13:27:15,,,9,,April 26 2025 (No-rest option),Benjamin Franklin Elementary,,,,
528,,,,,,,,,In Processing,,,,,2024-11-06 16:17:25,,,9,,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
529,,,,,,,,,In Processing,,,,,2024-11-06 17:30:44,,,9,,January 18 2025,Dorothy Height Charter School,,,,
530,30,,,,30,,,,Eligible,,,,30,2024-11-06 18:44:29,,,9,,January 18 2025,The Willow School,4,,,
531,,,,,,,,,In Processing,,,,,2025-02-09 13:20:44,,,9,,January 18 2025,Bricolage Academy,,,,
532,,,,,,,,,In Processing,,,,,2024-11-06 19:29:02,,,9,,March 22 2025 (No-rest option),Success at Thurgood Marshall,,,,
533,,,,,,,,,In Processing,,,,,2024-11-06 21:28:07,,,9,,April 26 2025 (No-rest option),Dorothy Height Charter School,,,,
534,27,,,,27,,,,Eligible,,,,27,2024-11-07 10:51:33,,,10,,December 14 2024,Other,3.25,,,
535,,,,,,,,,In Processing,,,,,2024-11-07 11:27:06,,,9,,April 26 2025 (No-rest option),Bricolage Academy,,,,
536,,,,,,,,,In Processing,,,,,2024-11-07 11:53:16,,,11,,December 14 2024,Cabrini High School,,,,
537,30,,,,30,,,,Eligible,,,,30,2024-11-07 12:32:38,,,9,,January 18 2025,Louise McGehee,4,,,
538,,,,,,,,,In Processing,,,,,2024-11-07 13:45:15,,,9,,January 18 2025,Benjamin Franklin Elementary,,,,
539,,,,,,,,,In Processing,,,,,2024-11-10 21:17:56,,,9,,December 14 2024,Cabrini High School,,,,
540,,,,,,,,,In Processing,,,,,2024-11-07 18:28:15,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
541,,,,,,,,,In Processing,,,,,2024-11-07 19:53:07,,,9,,December 14 2024,Phillis Wheatley Community School,,,,
542,27,,,,27,,,,Eligible,,,,27,2024-11-07 20:33:05,,,9,,December 14 2024,Benjamin Franklin Elementary,3.25,,,
543,,,,,,,,,In Processing,,,,,2024-11-07 21:03:28,,,9,,January 18 2025,Homer Plessy Community School,,,,
544,,,,,,,,,In Processing,,,,,2024-11-08 0:13:08,,,9,,December 14 2024,Harriet Tubman Charter School,,,,
545,30,,,,30,,,,Eligible,,,,30,2024-11-08 6:08:55,,,9,,December 14 2024,The Willow School,3.88,,,
546,,,,,,,,,In Processing,,,,,2024-11-08 9:37:44,,,9,,December 14 2024,Bricolage Academy,,,,
547,,,,,,,,,In Processing,,,,,2024-11-08 16:33:05,,,11,,April 26 2025 (No-rest option),The Willow School,,,,
548,,,,,,,,,In Processing,,,,,2024-11-08 10:08:30,,,9,,,Morris Jeff Community School,,,,
549,,,,,,,,,In Processing,,,,,2024-11-08 10:42:11,,,9,Test Accommodations Approved,December 14 2024,Bricolage Academy,,,,
550,,,,,,,,,In Processing,,,,,2024-11-08 10:58:29,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
551,,,,,,,,,In Processing,,,,,2024-11-08 10:58:46,,,9,,,Bricolage Academy,,,,
552,,,,,,,,,In Processing,,,,,2024-11-08 21:55:52,,,9,,December 14 2024,Einstein Middle School,,,,
553,,,,,,,,,In Processing,,,,,2024-11-08 22:44:23,,,11,,January 18 2025,Other,,,,
554,,,,,,,,,In Processing,,,,,2024-11-09 8:53:51,,,9,,April 26 2025 (No-rest option),Homer Plessy Community School,,,,
555,,,,,,,,,In Processing,,,,,2024-11-09 10:19:31,,,9,,,Audubon Uptown Montessori and French,,,,
556,,,,,,,,,In Processing,,,,,2024-11-09 14:39:01,,,11,,January 18 2025,Other,,,,
557,,,,,,,,,In Processing,,,,,2024-11-09 18:39:25,,,9,,,Benjamin Franklin Elementary,,,,
558,30,,,,30,,,,Eligible,,,,30,2024-11-10 10:45:42,,,9,,December 14 2024,Other,3.75,,,
559,,,,,,,,,In Processing,,,,,2024-11-10 14:37:55,,,9,,January 18 2025,Edward Hynes Lakeview,,,,
560,,,,,,,,,In Processing,,,,,2024-11-10 19:27:34,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
561,,,,,,,,,In Processing,,,,,2025-01-30 13:28:35,,,11,,March 22 2025 (No-rest option),Arden Cahill Academy,,,,
562,,,,,,,,,In Processing,,,,,2024-11-11 8:52:36,,,10,,April 26 2025 (No-rest option),Other,,,,
563,,,,,,,,,In Processing,,,,,2024-11-11 11:32:02,,,9,,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
564,,,,,,,,,In Processing,,,,,2024-11-11 11:56:02,,,9,,January 18 2025,Edward Hynes Lakeview,,,,
565,30,,,,30,,,,Eligible,,,,30,2024-11-11 13:47:47,,,9,,February 15 2025 (No-rest option),Renew Laurel Elementary,4,,,
566,,,,,,,,,In Processing,,,,,2024-11-11 13:51:42,,,9,,February 15 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
567,,,,,,,,,In Processing,,,,,2024-11-11 17:29:21,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
568,30,,,,30,,,,Eligible,,,,30,2024-11-11 19:59:33,,,9,,December 14 2024,International School of Louisiana,4,,,
569,30,,,,30,,,,Eligible,,,,30,2024-11-11 20:22:03,,,9,,December 14 2024,Esperanza Charter School,3.88,,,
570,,,,,,,,,In Processing,,,,,2024-11-11 20:52:04,,,9,,January 18 2025,Fannie C. Williams Charter School,,,,
571,,,,,,,,,In Processing,,,,,2024-11-11 21:38:48,,,9,,,Lake Forest Elementary Charter School,,,,
572,,,,,,,,,In Processing,,,,,2024-11-12 6:23:57,,,9,,April 26 2025 (No-rest option),Belle Chasse Academy,,,,
573,,,,,,,,,In Processing,,,,,2024-11-12 12:12:23,,,9,,April 26 2025 (No-rest option),International School of Louisiana,,,,
574,,,,,,,,,In Processing,,,,,2024-11-12 11:02:59,,,9,,December 14 2024,Lake Forest Elementary Charter School,,,,
575,,,,,,,,,In Processing,,,,,2024-11-12 11:45:31,,,9,,March 22 2025 (No-rest option),Phillis Wheatley Community School,,,,
576,,,,,,,,,In Processing,,,,,2024-11-12 11:57:14,,,9,,,Bricolage Academy,,,,
577,,,,,,,,,In Processing,,,,,2024-11-12 12:45:54,,,9,,December 14 2024,Other,,,,
578,30,,,,30,,,,Eligible,,,,30,2024-11-12 13:27:05,,,9,,December 14 2024,Edward Hynes Lakeview,3.5,,,
579,28,,,,28,,,,Eligible,,,,28,2024-11-12 14:47:48,,,9,,February 15 2025 (No-rest option),The Willow School,3.38,,,
580,,,,,,,,,In Processing,,,,,2024-11-12 14:58:36,,,11,,,Other,,,,
581,,,,,,,,,In Processing,,,,,2024-11-18 17:45:31,,,9,,March 22 2025 (No-rest option),Other,,,,
582,,,,,,,,,In Processing,,,,,2024-11-12 18:07:43,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
583,,,,,,,,,In Processing,,,,,2024-11-12 19:01:37,,,9,,December 14 2024,Dorothy Height Charter School,,,,
584,30,,,,30,,,,Eligible,,,,30,2024-11-12 21:36:57,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,3.88,,,
585,,,,,,,,,In Processing,,,,,2024-11-13 7:34:04,,,9,,January 18 2025,The Willow School,,,,
586,30,,,,30,,,,Eligible,,,,30,2024-11-13 8:22:28,,,9,,December 14 2024,Homer Plessy Community School,3.75,,,
587,,,,,,,,,In Processing,,,,,2024-11-13 9:52:03,,,9,,,Einstein Middle School,,,,
588,30,,,,30,,,,Eligible,,,,30,2024-11-13 9:40:57,,,9,,December 14 2024,The Willow School,4,,,
589,,,,,,,,,In Processing,,,,,2024-11-13 11:41:04,,,10,,February 15 2025 (No-rest option),Other,,,,
590,,,,,,,,,In Processing,,,,,2024-11-19 9:44:27,,,9,,December 14 2024,Bricolage Academy,,,,
591,,,,,,,,,In Processing,,,,,2024-11-13 11:48:20,,,9,,April 26 2025 (No-rest option),Other,,,,
592,25,,,,25,,,,Eligible,,,,25,2024-11-13 14:11:30,,,9,Test Accommodations Approved,January 18 2025,Audubon Uptown Montessori and French,3,,,
593,30,,,,30,,,,Eligible,,,,30,2024-11-13 14:45:05,,,9,,December 14 2024,Homer Plessy Community School,3.63,,,
594,,,,,,,,,In Processing,,,,,2024-11-13 17:38:43,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
595,,,,,,,,,In Processing,,,,,2024-11-13 18:27:42,,,9,,January 18 2025,International School of Louisiana,,,,
596,,,,,,,,,In Processing,,,,,2024-11-13 21:19:11,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
597,,,,,,,,,In Processing,,,,,2024-11-13 21:19:11,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
598,,,,,,,,,In Processing,,,,,2024-11-13 21:19:11,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
599,,,,,,,,,In Processing,,,,,2024-11-13 21:48:44,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
600,30,,,,30,,,,Eligible,,,,30,2024-11-13 21:41:13,,,9,,December 14 2024,St. Paul's Episcopal School,4,,,
601,,,,,,,,,In Processing,,,,,2024-11-14 7:35:34,,,11,,January 18 2025,Morris Jeff Community School,,,,
602,,,,,,,,,In Processing,,,,,2024-11-19 11:35:50,,,9,,April 26 2025 (No-rest option),Capdau S.T.E.A.M. School,,,,
603,30,,,,30,,,,Eligible,,,,30,2024-11-14 15:29:23,,,9,,January 18 2025,Audubon Uptown Montessori and French,4,,,
604,30,,,,30,,,,Eligible,,,,30,2024-11-14 15:43:59,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,4,,,
605,,,,,,,,,In Processing,,,,,2024-11-14 17:31:01,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
606,,,,,,,,,In Processing,,,,,2024-11-14 17:54:35,,,9,,,Samuel J. Green Charter School,,,,
607,,,,,,,,,In Processing,,,,,2024-11-14 18:31:33,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
608,,,,,,,,,In Processing,,,,,2024-11-14 20:01:43,,,10,,December 14 2024,Other,,,,
609,,,,,,,,,In Processing,,,,,2024-11-14 20:36:33,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
610,,,,,,,,,In Processing,,,,,2024-12-02 22:18:01,,,10,,January 18 2025,Other,,,,
611,,,,,,,,,In Processing,,,,,2024-11-15 2:43:46,,,9,,,Fannie C. Williams Charter School,,,,
612,,,,,,,,,In Processing,,,,,2024-11-15 9:14:05,,,10,,March 22 2025 (No-rest option),Other,,,,
613,,,,,,,,,In Processing,,,,,2024-11-15 21:04:17,,,9,,December 14 2024,Edward Hynes Lakeview,,,,
614,,,,,,,,,In Processing,,,,,2024-11-18 17:11:40,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
615,,,,,,,,,In Processing,,,,,2024-11-16 10:05:54,,,9,,March 22 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
616,,,,,,,,,In Processing,,,,,2024-11-16 15:44:13,,,9,,December 14 2024,Edward Hynes Lakeview,,,,
617,,,,,,,,,In Processing,,,,,2024-11-16 20:20:16,,,9,,,Edward Hynes Lakeview,,,,
618,30,,,,30,,,,Eligible,,,,30,2024-11-17 4:08:51,,,9,,January 18 2025,Audubon Uptown Montessori and French,4,,,
619,,,,,,,,,In Processing,,,,,2024-11-17 17:09:17,,,9,,December 14 2024,Edward Hynes Parkview,,,,
620,,,,,,,,,In Processing,,,,,2024-11-17 21:15:47,,,9,,December 14 2024,St. Paul's Episcopal School,,,,
621,,,,,,,,,In Processing,,,,,2024-11-17 21:20:56,,,9,,February 15 2025 (No-rest option),Alice Harte Charter School,,,,
622,,,,,,,,,In Processing,,,,,2024-11-17 22:12:26,,,10,,January 18 2025,Other,,,,
623,,,,,,,,,In Processing,,,,,2024-11-17 23:41:46,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
624,,,,,,,,,In Processing,,,,,2024-11-17 23:41:46,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
625,,,,,,,,,In Processing,,,,,2024-11-18 4:30:37,,,9,,April 26 2025 (No-rest option),Renew Dolores T. Aaron Academy,,,,
626,30,,,,30,,,,Eligible,,,,30,2024-11-18 9:33:26,,,10,Test Accommodations Approved,December 14 2024,Other,4,,,
627,,,,,,,,,In Processing,,,,,2024-11-18 12:23:44,,,9,,January 18 2025,Lycee Francais de la Nouvelle Orleans,,,,
628,,,,,,,,,In Processing,,,,,2024-11-21 9:56:31,,,10,,January 18 2025,International School of Louisiana,,,,
629,30,,,,30,,,,Eligible,,,,30,2024-11-18 13:38:11,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,3.88,,,
630,,,,,,,,,In Processing,,,,,2024-11-18 13:51:57,,,9,,,Arthur Ashe Charter School,,,,
631,,,,,,,,,In Processing,,,,,2025-01-11 21:37:58,,,9,,April 26 2025 (No-rest option),Other,,,,
632,,,,,,,,,In Processing,,,,,2024-11-18 14:11:44,,,9,,,Other,,,,
633,,,,,,,,,In Processing,,,,,2024-11-18 14:15:00,,,10,,January 18 2025,Other,,,,
634,,,,,,,,,In Processing,,,,,2024-11-18 14:23:08,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
635,,,,,,,,,In Processing,,,,,2024-11-18 15:08:20,,,9,,,Dorothy Height Charter School,,,,
636,,,,,,,,,In Processing,,,,,2024-11-18 18:49:11,,,9,,December 14 2024,KIPP East,,,,
637,,,,,,,,,In Processing,,,,,2024-11-18 15:53:12,,,11,,January 18 2025,The Willow School,,,,
638,,,,,,,,,In Processing,,,,,2024-11-18 15:55:41,,,9,,December 14 2024,Renew Dolores T. Aaron Academy,,,,
639,,,,,,,,,In Processing,,,,,2024-11-18 16:03:54,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
640,,,,,,,,,In Processing,,,,,2024-11-18 16:54:02,,,9,,,KIPP Morial,,,,
641,30,,,,30,,,,In Processing,,,,30,2024-11-18 19:07:45,,,10,,December 14 2024,Other,4,,,
642,,,,,,,,,In Processing,,,,,2024-11-18 20:05:29,,,9,,,Other,,,,
643,,,,,,,,,In Processing,,,,,2024-12-13 12:09:58,,,9,Test Accommodations Approved,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
644,,,,,,,,,In Processing,,,,,2024-11-19 8:55:45,,,9,,January 18 2025,Audubon Gentilly,,,,
645,,,,,,,,,In Processing,,,,,2024-11-19 10:13:07,,,9,,,Alice Harte Charter School,,,,
646,,,,,,,,,In Processing,,,,,2024-11-19 10:18:31,,,9,,April 26 2025 (No-rest option),Other,,,,
